timestep,edge_mask_0,edge_mask_1,edge_mask_2,edge_mask_3,edge_mask_4,edge_mask_5,edge_mask_6,edge_mask_7,edge_mask_8,edge_mask_9,edge_mask_10,edge_mask_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
32,0.2921802,0.06932367,0.580394,0.2593046,0.7517626,0.26681772,0.038161814,0.4496219,0.15278824,0.7025336,0.258198,0.17891371,-0.2299683,-0.07047229,-0.012134198,0.25054982,-0.5297639,-0.23172134,0.03864466,0.50732654,0.2467566,0.052921344,-0.40948796,0.6856126,0.61449784,0.36590284,-0.09242244,0.3258754,0.6883291,-0.1558091,0.1404702,-0.17789257,-0.0048239427,0.008979245,0.0023372173,-0.00039462745,0.05372908,0.6746135,0.62466836,0.16697066,-0.19285059,0.81967056,-0.010820727,0.011612604
33,0.26875407,0.06654178,0.5840403,0.26779968,0.7831488,0.27304673,0.040671553,0.49176916,0.14291297,0.6915288,0.23947681,0.1503093,-0.23020479,-0.047503427,0.00212537,0.25753954,-0.5300004,-0.20875247,0.0608771,0.5126651,0.24716237,0.06251508,-0.38725555,0.69095117,0.6066985,0.39532846,-0.08377707,0.32748887,0.6805298,-0.12638348,0.14003314,-0.17718147,-0.004872404,0.0073618726,0.0019001514,0.00031647086,0.11226019,0.6962713,0.62094915,0.2282408,-0.14460221,0.83082306,-0.012544465,0.006274394
34,0.24642763,0.06396935,0.5882508,0.28099608,0.81043917,0.27791756,0.043132335,0.53418356,0.13383166,0.6758716,0.21938881,0.12559146,-0.22899969,-0.023892011,0.019022299,0.26475385,-0.5287953,-0.18514106,0.08308552,0.51903427,0.24655923,0.07489484,-0.3650471,0.69732034,0.59988123,0.42485973,-0.07173297,0.3284434,0.6737125,-0.09685221,0.13956778,-0.17660885,-0.005320055,0.005862895,0.0014347881,0.0008890927,0.17428271,0.7159916,0.6118748,0.28008533,-0.08900161,0.82826835,-0.016657526,0.003414897
35,0.22780238,0.06135827,0.5945185,0.2933302,0.83374494,0.2793397,0.046665505,0.57338125,0.12614182,0.6600044,0.19881637,0.10489673,-0.22612989,0.00034086406,0.038318712,0.27150434,-0.5259255,-0.16090818,0.10518583,0.52650124,0.24505879,0.087000765,-0.3429468,0.7047873,0.5943394,0.45428583,-0.056498233,0.32621336,0.66817063,-0.067426115,0.13905372,-0.17617099,-0.005907655,0.004366314,0.00092072785,0.0013269484,0.24051991,0.7293894,0.6013938,0.30829632,-0.026984993,0.79880786,-0.019176144,-0.0003085807
36,0.21293466,0.059391823,0.6107152,0.31443438,0.85166436,0.26958534,0.051773425,0.60784405,0.11969952,0.6337922,0.17922126,0.088943765,-0.2213908,0.025094956,0.059825316,0.27681604,-0.5211864,-0.13615409,0.12707691,0.5347645,0.24232206,0.09422048,-0.3210557,0.7130506,0.59031916,0.48324773,-0.03875435,0.3195911,0.6641504,-0.03846422,0.13853146,-0.17586735,-0.005750505,0.0028775707,0.00039847195,0.0016305894,0.3108629,0.7318779,0.58527946,0.2896992,0.03619329,0.7493109,-0.013197624,-0.003971645
37,0.20319304,0.058149945,0.62877285,0.33729923,0.8653643,0.2580052,0.057538636,0.6368116,0.11322193,0.60516214,0.15999536,0.07648569,-0.21462019,0.05024997,0.08293083,0.28084219,-0.5144158,-0.11099907,0.14859927,0.5430178,0.23754497,0.09044404,-0.29953337,0.7213039,0.58798206,0.5115345,-0.019573351,0.31165075,0.6618133,-0.0101774335,0.13804315,-0.17568079,-0.0052631604,0.0016704502,-8.98391e-05,0.0018171519,0.3806185,0.73230183,0.55803406,0.19778673,0.09492416,0.7195742,-0.009502825,-0.0048772753
38,0.19846353,0.057563998,0.6445475,0.36282164,0.8762242,0.24892099,0.06413091,0.6577567,0.10653153,0.5730474,0.14377974,0.0662118,-0.20571719,0.075718775,0.10691771,0.2840589,-0.5055128,-0.085530266,0.16952902,0.54982466,0.23005672,0.06822512,-0.2786036,0.72811073,0.58727986,0.5392442,-0.0019175024,0.30600166,0.6611111,0.01753223,0.1376002,-0.17558463,-0.0047509247,0.0007673078,-0.000532791,0.0019133091,0.44719595,0.7342726,0.51897967,0.0039207027,0.12762512,0.72263575,-0.008035546,-0.0048553003
39,0.19923472,0.057557456,0.65159714,0.39425746,0.8851214,0.2482107,0.07069461,0.6672869,0.1001922,0.53504795,0.1334784,0.057321142,-0.19465047,0.10141513,0.13098623,0.2862431,-0.49444607,-0.059833914,0.18968986,0.5531755,0.22098584,0.021735623,-0.25844276,0.7314616,0.5877451,0.5666775,0.008711991,0.30422118,0.66157633,0.044965565,0.13720305,-0.1755562,-0.004243566,9.029437e-05,-0.00092993677,0.0019417405,0.5079795,0.73198915,0.4844331,-0.29433218,0.10150118,0.74719906,-0.0068037207,-0.0048518656
40,0.20499015,0.059044056,0.647881,0.43934947,0.89130276,0.25875983,0.076118916,0.6659576,0.09335926,0.48453164,0.12905222,0.049653195,-0.1814505,0.1270976,0.15450652,0.28491986,-0.4812461,-0.034151435,0.20915827,0.5510951,0.2139807,-0.045540687,-0.23897436,0.7293812,0.5882535,0.5942046,0.00411974,0.30667427,0.66208476,0.07249266,0.13687426,-0.17557067,-0.0033576458,-0.00028654127,-0.0012587309,0.0019272715,0.5626684,0.70237505,0.48241338,-0.61842406,-0.024142543,0.78508365,-0.0017497075,-0.0035426207
41,0.2200218,0.06668387,0.63580954,0.47790167,0.8870158,0.27918324,0.08054914,0.6441198,0.08500725,0.44154924,0.13585842,0.04630034,-0.16624637,0.15228945,0.17614876,0.27740428,-0.46604198,-0.008959591,0.228467,0.5429608,0.2148218,-0.11280176,-0.21966563,0.7212469,0.58701026,0.62213635,-0.02278009,0.31219184,0.6608415,0.10042441,0.13663928,-0.17559995,-0.0022373998,-0.00034471252,-0.0014937073,0.0018979907,0.60268855,0.6371435,0.5433624,-0.78646266,-0.25869894,0.8218609,0.00280834,-0.0012980655
42,0.24603456,0.08057995,0.6197754,0.512009,0.87478244,0.30423364,0.087239385,0.5978365,0.075990945,0.40075156,0.1561289,0.044637606,-0.14919385,0.17642517,0.19613403,0.26356024,-0.44898945,0.015176132,0.24854907,0.52950436,0.22729024,-0.16787276,-0.19958356,0.70779043,0.5827062,0.6504906,-0.06034358,0.31647488,0.6565375,0.12877864,0.1364678,-0.17562155,-0.0017392505,-0.00018742456,-0.0016651899,0.001876384,0.6402245,0.5550704,0.6617391,-0.83271444,-0.4325851,0.8233102,-0.00061200553,0.0007110982
43,0.26580888,0.09674156,0.60364604,0.5274722,0.8616577,0.32901943,0.095691904,0.55992097,0.06733452,0.37683585,0.17427015,0.041600704,-0.13041878,0.19930854,0.21485081,0.24960952,-0.43021438,0.038059503,0.2701541,0.5117416,0.24643826,-0.21211046,-0.17797855,0.69002765,0.57499576,0.6790173,-0.09833677,0.31720805,0.648827,0.15730536,0.1362642,-0.17561464,-0.0025238139,0.00020891565,-0.0018687844,0.0018832982,0.6775027,0.5193936,0.75970566,-0.8620591,-0.5307908,0.7985195,-0.012193761,0.0034948408
44,0.28975236,0.12491287,0.5876337,0.53631353,0.83374834,0.3526026,0.10846304,0.5136836,0.059763636,0.35522342,0.19656399,0.04133885,-0.11000446,0.22105083,0.23281322,0.23756665,-0.40980005,0.059801787,0.29355174,0.49064422,0.26674083,-0.24556814,-0.15458089,0.6689303,0.563861,0.70741576,-0.13641107,0.3147029,0.6376923,0.18570381,0.13595754,-0.17555977,-0.0038488708,0.00080977083,-0.0021754503,0.0019381642,0.71675116,0.5035955,0.81912136,-0.86485285,-0.626585,0.7679689,-0.019560106,0.0065308404
45,0.32607266,0.16086589,0.57210946,0.5404119,0.7985682,0.37566334,0.125148,0.45225528,0.052227225,0.3344401,0.2216721,0.04056591,-0.08804121,0.24160706,0.24964762,0.22382045,-0.3878368,0.08035801,0.31845093,0.46710798,0.2816158,-0.269486,-0.1296817,0.6453941,0.54943234,0.73533785,-0.17227274,0.30801573,0.6232636,0.21362591,0.13567589,-0.17549351,-0.0027697312,0.0006993367,-0.0024570972,0.0020044297,0.75037706,0.45645484,0.81560165,-0.8530992,-0.6996443,0.7198856,0.001169219,0.00092008687
46,0.37314245,0.21872684,0.5553724,0.5426256,0.73919326,0.39906886,0.14499319,0.3799131,0.045558713,0.31238115,0.24694447,0.042079978,-0.06468918,0.2602378,0.26437664,0.19860218,-0.3644848,0.09898877,0.34427553,0.44183406,0.2896022,-0.286489,-0.1038571,0.62012017,0.53201944,0.76208574,-0.20407812,0.29179052,0.6058507,0.24037379,0.13570733,-0.1755049,0.0019085959,-0.0005390757,-0.0024256557,0.0019930452,0.7714095,0.3073688,0.7839033,-0.84374475,-0.74873537,0.60778725,0.039858945,-0.010635783
47,0.4312914,0.28919092,0.54240346,0.5359389,0.665453,0.41832423,0.16831368,0.30110615,0.03927225,0.2957474,0.26760247,0.04535609,-0.040176455,0.27566585,0.2763571,0.15783228,-0.33997205,0.11441681,0.37053686,0.41526163,0.2928879,-0.29962963,-0.07759577,0.5935477,0.5120197,0.78647685,-0.23128842,0.26062316,0.58585095,0.2647649,0.13617702,-0.17563128,0.0068737706,-0.001837058,-0.0019559711,0.0018666536,0.7807462,0.08880659,0.7568623,-0.84762853,-0.7822983,0.41780272,0.054423243,-0.01432751
